id,airport_code,city,driver_name,driver_rating,driver_trips,cab_type,vehicle_model,passenger_capacity,base_fare,price_per_km,estimated_wait_minutes,is_electric,is_shuttle
218,NMS,Naliya,Amit Kumar,4.72,1094,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,14,0,0
219,KHO,Khowai,Pankaj Das,4.44,642,Executive Premium,Skoda Superb,4,1200,35,4,0,0
220,BGP,Bhagalpur,Praveen Nair,4.76,548,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,13,1,0
221,HBX,Hubballi / Dharwad,Harpreet Singh,4.56,2335,Executive Premium,Mercedes C-Class,4,1200,35,7,0,0
222,NDC,Nanded,Santosh Kulkarni,4.61,1660,Executive Premium,Mercedes C-Class,4,1200,35,4,0,0
223,TRV,Thiruvananthapuram,Praveen Nair,4.82,1647,Sedan (Dzire/Etios),Toyota Etios,4,350,14,5,0,0
224,PBF,Bilaspur,Harpreet Singh,4.41,413,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,4,1,0
225,PNQ,Pune,Rahul Banerjee,4.55,1461,Hatchback (WagonR),Tata Tiago,4,250,12,4,0,0
226,ZER,Ziro,Sanjay Rao,4.63,1503,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
227,IXB,Siliguri / Bagdogra,Pankaj Das,4.47,2318,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,5,0,0
228,PAL,Pali,Suresh Patel,4.91,2216,Sedan (Dzire/Etios),Toyota Etios,4,350,14,8,0,0
229,JRG,Jharsuguda,Rohan Mehta,4.9,1340,Hatchback (WagonR),Tata Tiago,4,250,12,5,0,0
230,PGH,Pantnagar / Nainital,Praveen Nair,4.75,1966,Executive Premium,Mercedes C-Class,4,1200,35,7,0,0
231,VTZ,Visakhapatnam,Vikram Singh,4.53,486,Executive Premium,Toyota Camry Hybrid,4,1200,35,3,0,0
232,IXP,Pathankot,Sanjay Rao,4.59,1365,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,7,1,0
233,SRA,Shravasti,Manoj Gupta,4.93,632,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
234,SLV,Shimla,Anil Deshmukh,4.66,1255,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,5,0,0
235,IXG,Belagavi,Pankaj Das,4.47,688,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,14,0,0
236,IXD,Prayagraj (Allahabad),Dinesh Pillai,4.51,944,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,11,1,0
237,LAT,Latur,Vijay Reddy,4.4,1417,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,11,0,0
238,DMO,Damoh,Sunil Yadav,4.95,1486,Executive Premium,Mercedes C-Class,4,1200,35,12,0,0
239,BLR,Bengaluru,Sunil Yadav,4.9,1023,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,4,0,0
240,GON,Gondia,Anil Deshmukh,4.44,2000,Hatchback (WagonR),Tata Tiago,4,250,12,4,0,0
241,IXA,Agartala,Harpreet Singh,4.75,1436,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,7,0,0
242,IXD,Prayagraj (Allahabad),Vijay Reddy,4.75,875,Hatchback (WagonR),Tata Tiago,4,250,12,12,0,0
243,NWP,Pithoragarh,Rahul Banerjee,4.52,1400,Airport Express Shuttle,Tata Winger Executive,12,180,8,3,0,1
244,KAI,Kailashahar,Mahesh Choudhary,4.92,1946,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,12,1,0
245,BAR,Baramati,Ramesh Verma,4.53,802,Airport Express Shuttle,Tata Winger Executive,12,180,8,4,0,1
246,BKN,Bikaner,Sanjay Rao,4.54,546,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,9,1,0
247,KOK,Kokrajhar,Rajesh Sharma,4.55,183,Hatchback (WagonR),Hyundai i10,4,250,12,7,0,0
248,LAT,Latur,Manoj Gupta,4.58,575,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,4,0,0
249,NEEM,Neemuch,Harpreet Singh,4.67,526,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,10,1,0
250,YTL,Yavatmal,Rohan Mehta,4.78,2140,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,14,1,0
251,NMN,Neemrana / Alwar,Suresh Patel,4.6,262,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,12,0,0
252,JGD,Jagdalpur,Anil Deshmukh,4.87,693,Sedan (Dzire/Etios),Toyota Etios,4,350,14,13,0,0
253,BHJ,Bhuj (Kutch),Vikram Singh,4.7,1928,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,6,1,0
254,HZD,Hazaribagh,Rahul Banerjee,4.61,200,Executive Premium,Toyota Camry Hybrid,4,1200,35,12,0,0
255,NWP,Pithoragarh,Harpreet Singh,4.67,2295,Sedan (Dzire/Etios),Toyota Etios,4,350,14,12,0,0
256,AKL,Akola,Sanjay Rao,4.77,168,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
257,IXB,Siliguri / Bagdogra,Suresh Patel,4.94,2069,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,4,0,0
258,NVM,Navi Mumbai,Gaurav Tiwari,4.41,1770,Airport Express Shuttle,Tata Winger Executive,12,180,8,14,0,1
259,KQH,Ajmer / Kishangarh,Praveen Nair,4.66,1337,Airport Express Shuttle,Tata Winger Executive,12,180,8,9,0,1
260,VDY,Vidyanagar / Ballari,Pankaj Das,4.71,492,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,9,1,0
261,RXL,Raxaul,Gaurav Tiwari,4.7,405,Airport Express Shuttle,Force Traveller AC,12,180,8,13,0,1
262,BLT,Balurghat,Sunil Yadav,4.85,1329,Executive Premium,Skoda Superb,4,1200,35,7,0,0
263,ATQ,Amritsar,Rajesh Sharma,4.83,1874,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,8,0,0
264,PBF,Bilaspur,Harpreet Singh,4.77,384,Hatchback (WagonR),Hyundai i10,4,250,12,13,0,0
265,KARN,Karnal,Deepak Joshi,4.68,2090,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,11,1,0
266,PAL,Pali,Sunil Yadav,4.88,2352,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,9,1,0
267,GAW,Guwahati,Vikram Singh,4.75,1648,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,10,0,0
268,KAI,Kailashahar,Vijay Reddy,4.56,553,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,7,0,0
269,AGR,Agra,Pankaj Das,4.49,2217,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,13,1,0
270,KOR,Koraput,Sanjay Rao,4.98,592,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,12,1,0
271,ATQ,Amritsar,Suresh Patel,4.69,1444,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,10,0,0
272,DEL,New Delhi,Suresh Patel,4.96,2233,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,5,0,0
273,PNY,Puducherry,Ramesh Verma,4.7,2207,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,12,0,0
274,CCJ,Kozhikode (Calicut),Vijay Reddy,4.65,2211,Executive Premium,Toyota Camry Hybrid,4,1200,35,13,0,0
275,DUM,Dumka,Ramesh Verma,4.92,1267,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,9,0,0
276,HBX,Hubballi / Dharwad,Anil Deshmukh,4.83,363,Sedan (Dzire/Etios),Toyota Etios,4,350,14,5,0,0
277,DUM,Dumka,Rohan Mehta,4.41,1854,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,4,1,0
278,CJB,Coimbatore,Vikram Singh,4.61,312,Executive Premium,Skoda Superb,4,1200,35,3,0,0
279,IXJ,Jammu,Rahul Banerjee,4.89,291,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,13,0,0
280,LUD,Ludhiana,Harpreet Singh,4.75,1756,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,3,0,0
281,IXC,Chandigarh,Amit Kumar,4.52,1027,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
282,PBN,Parbhani,Santosh Kulkarni,4.95,1943,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,10,0,0
283,HBX,Hubballi / Dharwad,Deepak Joshi,4.46,1707,Executive Premium,Mercedes C-Class,4,1200,35,14,0,0
284,DMO,Damoh,Dinesh Pillai,4.44,151,Sedan (Dzire/Etios),Toyota Etios,4,350,14,10,0,0
285,GAW,Guwahati,Rajesh Sharma,4.58,813,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,14,0,0
286,GAW,Guwahati,Dinesh Pillai,4.68,1019,Executive Premium,Toyota Camry Hybrid,4,1200,35,14,0,0
287,JGA,Jamnagar,Gaurav Tiwari,4.9,1131,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,5,1,0
288,PGH,Pantnagar / Nainital,Anil Deshmukh,4.8,1696,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,5,0,0
289,SLV,Shimla,Rohan Mehta,4.96,1422,Airport Express Shuttle,Tata Winger Executive,12,180,8,5,0,1
290,GOI,Goa (Dabolim),Harpreet Singh,4.92,494,Airport Express Shuttle,Force Traveller AC,12,180,8,4,0,1
291,UTL,Barmer,Manoj Gupta,4.64,2034,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,5,0,0
292,CFH,Chitrakoot,Vijay Reddy,4.95,852,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,13,1,0
293,SXR,Srinagar,Ramesh Verma,4.62,514,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,12,1,0
294,TRZ,Tiruchirappalli (Trichy),Suresh Patel,4.61,1748,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,7,0,0
295,BHO,Bhopal,Harpreet Singh,4.81,2005,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,3,0,0
296,GBI,Kalaburagi (Gulbarga),Deepak Joshi,4.52,772,Hatchback (WagonR),Tata Tiago,4,250,12,8,0,0
297,DEL,New Delhi,Deepak Joshi,4.55,332,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,4,0,0
298,UTK,Kalahandi / Utkela,Rahul Banerjee,4.67,1081,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,5,0,0
299,KAR,Karad / Satara,Ramesh Verma,4.62,1206,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,12,1,0
300,HJR,Khajuraho,Praveen Nair,4.74,1584,Executive Premium,Skoda Superb,4,1200,35,3,0,0
301,KAM,Kamalpur,Harpreet Singh,4.59,146,Executive Premium,Mercedes C-Class,4,1200,35,11,0,0
302,CJB,Coimbatore,Rajesh Sharma,4.94,1345,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,3,0,0
303,SSE,Solapur,Rohan Mehta,4.44,424,Airport Express Shuttle,Tata Winger Executive,12,180,8,7,0,1
304,KBK,Kushinagar,Santosh Kulkarni,4.43,644,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,4,0,0
305,JHW,Jhalawar,Vikram Singh,4.6,1006,Executive Premium,Toyota Camry Hybrid,4,1200,35,7,0,0
306,NDC,Nanded,Sunil Yadav,4.57,1705,Hatchback (WagonR),Hyundai i10,4,250,12,7,0,0
307,MYQ,Mysuru,Rahul Banerjee,4.53,1868,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,10,1,0
308,HSR,Rajkot,Anil Deshmukh,4.92,1443,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,6,0,0
309,VJZ,Bhogapuram / Vizianagaram,Mahesh Choudhary,4.6,912,Sedan (Dzire/Etios),Toyota Etios,4,350,14,5,0,0
310,AJL,Aizawl,Sanjay Rao,4.7,2317,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,3,0,0
311,DGR,Deoghar,Harpreet Singh,4.81,1003,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,10,0,0
312,DON,Bhadrak / Dhamra,Pankaj Das,4.45,424,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,11,0,0
313,LKO,Lucknow,Sunil Yadav,4.88,1192,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,6,0,0
314,JRG,Jharsuguda,Praveen Nair,4.82,1921,Hatchback (WagonR),Hyundai i10,4,250,12,3,0,0
315,HSR,Rajkot,Rajesh Sharma,4.44,1862,Airport Express Shuttle,Tata Winger Executive,12,180,8,6,0,1
316,MAA,Chennai,Harpreet Singh,4.54,482,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,5,0,0
317,IXC,Chandigarh,Anil Deshmukh,4.67,324,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,7,1,0
318,JHW,Jhalawar,Rahul Banerjee,4.42,2034,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,5,1,0
319,NVM,Navi Mumbai,Sunil Yadav,4.73,1647,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,6,1,0
320,SLV,Shimla,Sanjay Rao,4.48,2340,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,7,0,0
321,KOK,Kokrajhar,Ramesh Verma,4.46,2362,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,4,0,0
322,IXL,Leh (Ladakh),Dinesh Pillai,4.67,976,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,14,1,0
323,WGC,Warangal,Praveen Nair,4.75,1912,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,8,0,0
324,CHI,Chhindwara,Manoj Gupta,4.59,1031,Sedan (Dzire/Etios),Toyota Etios,4,350,14,5,0,0
325,BTH,Bettiah,Suresh Patel,4.87,881,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,14,0,0
326,NEEM,Neemuch,Rohan Mehta,4.92,274,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,6,0,0
327,ROU,Rourkela,Praveen Nair,4.57,2198,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,14,0,0
328,DIU,Diu,Dinesh Pillai,4.94,269,Hatchback (WagonR),Hyundai i10,4,250,12,8,0,0
329,NMN,Neemrana / Alwar,Suresh Patel,4.78,1748,Hatchback (WagonR),Tata Tiago,4,250,12,8,0,0
330,ALD,Aligarh,Amit Kumar,4.59,1915,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,6,0,0
331,IXT,Pasighat,Pankaj Das,4.77,480,Airport Express Shuttle,Force Traveller AC,12,180,8,4,0,1
332,BPI,Mayurbhanj,Dinesh Pillai,4.61,930,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,8,0,0
333,PGH,Pantnagar / Nainital,Ramesh Verma,4.7,948,Hatchback (WagonR),Tata Tiago,4,250,12,10,0,0
334,BAR,Baramati,Anil Deshmukh,4.92,1944,Sedan (Dzire/Etios),Toyota Etios,4,350,14,7,0,0
335,DHM,Dharamshala / Kangra,Harpreet Singh,4.9,1113,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,10,0,0
336,CHI,Chhindwara,Santosh Kulkarni,4.84,1324,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,11,0,0
337,CKU,Chakulia,Anil Deshmukh,4.83,1336,Airport Express Shuttle,Force Traveller AC,12,180,8,10,0,1
338,AMB,Ambikapur,Suresh Patel,4.4,356,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,12,1,0
339,CJB,Coimbatore,Praveen Nair,4.66,1780,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,13,1,0
340,GOI,Goa (Dabolim),Rajesh Sharma,4.57,243,Hatchback (WagonR),Hyundai i10,4,250,12,5,0,0
341,YTL,Yavatmal,Santosh Kulkarni,4.68,815,Executive Premium,Skoda Superb,4,1200,35,4,0,0
342,PAL,Pali,Ramesh Verma,4.82,1662,Hatchback (WagonR),Hyundai i10,4,250,12,9,0,0
343,RPR,Raipur,Deepak Joshi,4.7,210,Airport Express Shuttle,Tata Winger Executive,12,180,8,6,0,1
344,VJZ,Bhogapuram / Vizianagaram,Suresh Patel,4.9,1053,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,10,0,0
345,JHW,Jhalawar,Mahesh Choudhary,4.97,1366,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,12,0,0
346,KHA,Khandwa,Sunil Yadav,4.55,1795,Airport Express Shuttle,Tata Winger Executive,12,180,8,8,0,1
347,PUR,Purulia,Santosh Kulkarni,4.54,2378,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,10,0,0
348,SDW,Sindhudurg,Vijay Reddy,4.69,2276,Airport Express Shuttle,Force Traveller AC,12,180,8,7,0,1
349,BOM,Mumbai,Praveen Nair,4.43,2076,Hatchback (WagonR),Tata Tiago,4,250,12,4,0,0
350,WGC,Warangal,Rajesh Sharma,4.61,2149,Executive Premium,Mercedes C-Class,4,1200,35,12,0,0
351,IXT,Pasighat,Rahul Banerjee,4.68,596,Sedan (Dzire/Etios),Toyota Etios,4,350,14,5,0,0
352,KHO,Khowai,Anil Deshmukh,4.45,433,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,3,0,0
353,PUI,Purnea,Praveen Nair,4.85,1042,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,13,0,0
354,PYG,Gangtok / Pakyong (Sikkim),Manoj Gupta,4.54,1833,Airport Express Shuttle,Tata Winger Executive,12,180,8,10,0,1
355,KNU,Kanpur,Ramesh Verma,4.59,1604,Airport Express Shuttle,Tata Winger Executive,12,180,8,6,0,1
356,SIV,Sivasagar,Deepak Joshi,4.61,2344,Hatchback (WagonR),Tata Tiago,4,250,12,10,0,0
357,HSR,Rajkot,Gaurav Tiwari,4.82,1972,Hatchback (WagonR),Hyundai i10,4,250,12,11,0,0
358,LGP,Rupsi / Dhubri,Suresh Patel,4.68,438,Hatchback (WagonR),Tata Tiago,4,250,12,9,0,0
359,PUI,Purnea,Santosh Kulkarni,4.51,1451,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,3,1,0
360,BBI,Bhubaneswar,Harpreet Singh,4.92,1684,Airport Express Shuttle,Tata Winger Executive,12,180,8,12,0,1
361,KAR,Karad / Satara,Vijay Reddy,4.46,2017,Hatchback (WagonR),Tata Tiago,4,250,12,13,0,0
362,KOK,Kokrajhar,Amit Kumar,4.52,1019,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,12,0,0
363,MOR,Moradabad,Dinesh Pillai,4.54,1228,Executive Premium,Skoda Superb,4,1200,35,8,0,0
364,ANK,Ankleshwar,Sanjay Rao,4.73,1719,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,13,0,0
365,PAT,Patna,Anil Deshmukh,4.66,1935,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,6,0,0
366,STV,Surat,Gaurav Tiwari,4.91,838,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,5,0,0
367,TRZ,Tiruchirappalli (Trichy),Mahesh Choudhary,4.84,1128,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,11,0,0
368,JLR,Jabalpur,Praveen Nair,4.73,303,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,13,0,0
369,SAG,Shirdi,Deepak Joshi,4.78,2178,Executive Premium,Skoda Superb,4,1200,35,13,0,0
370,NVM,Navi Mumbai,Rohan Mehta,4.79,2291,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,13,1,0
371,MUZ,Muzaffarpur,Harpreet Singh,4.88,1722,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,4,1,0
372,KAR,Karad / Satara,Ramesh Verma,4.94,1044,Sedan (Dzire/Etios),Toyota Etios,4,350,14,9,0,0
373,PAT,Patna,Pankaj Das,4.64,857,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,7,0,0
374,SRA,Shravasti,Suresh Patel,4.47,2305,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,7,1,0
375,NDC,Nanded,Amit Kumar,4.95,2220,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,14,1,0
376,JRH,Jorhat,Dinesh Pillai,4.62,945,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,7,0,0
377,RAT,Ratlam,Rahul Banerjee,4.53,1206,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,8,0,0
378,ATQ,Amritsar,Rohan Mehta,4.59,2181,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,8,0,0
379,CNN,Kannur,Dinesh Pillai,4.66,813,Sedan (Dzire/Etios),Toyota Etios,4,350,14,8,0,0
380,IXP,Pathankot,Vikram Singh,4.69,483,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,7,0,0
381,GON,Gondia,Amit Kumar,4.49,184,Sedan (Dzire/Etios),Toyota Etios,4,350,14,11,0,0
382,AMRE,Amreli,Santosh Kulkarni,4.96,2158,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,12,1,0
383,KAI,Kailashahar,Pankaj Das,4.83,1541,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,9,0,0
384,ANK,Ankleshwar,Rajesh Sharma,4.52,322,Airport Express Shuttle,Force Traveller AC,12,180,8,9,0,1
385,IXS,Silchar,Amit Kumar,4.47,2071,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,5,1,0
386,BLR,Bengaluru,Ramesh Verma,4.51,200,Airport Express Shuttle,Force Traveller AC,12,180,8,13,0,1
387,IMF,Imphal,Harpreet Singh,4.88,269,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,5,1,0
388,PAT,Patna,Santosh Kulkarni,4.5,1019,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,6,0,0
389,TCR,Thoothukudi (Tuticorin),Vijay Reddy,4.43,1673,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,10,1,0
390,KOK,Kokrajhar,Amit Kumar,4.69,356,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,12,0,0
391,KAI,Kailashahar,Harpreet Singh,4.63,768,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,14,0,0
392,MAL,Malda,Sanjay Rao,4.69,961,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,10,1,0
393,PUR,Purulia,Deepak Joshi,4.8,2323,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,12,0,0
394,IXE,Mangaluru,Pankaj Das,4.86,434,Sedan (Dzire/Etios),Toyota Etios,4,350,14,10,0,0
395,BHO,Bhopal,Anil Deshmukh,4.85,700,Airport Express Shuttle,Tata Winger Executive,12,180,8,3,0,1
396,BTH,Bettiah,Harpreet Singh,4.62,1915,Executive Premium,Toyota Camry Hybrid,4,1200,35,10,0,0
397,COK,Kochi,Vikram Singh,4.42,1605,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,13,1,0
398,GOP,Ganjam / Gopalpur,Vikram Singh,4.51,534,Hatchback (WagonR),Hyundai i10,4,250,12,12,0,0
399,MAA,Chennai,Santosh Kulkarni,4.76,628,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,12,1,0
400,IXU,Chhatrapati Sambhaji Nagar (Aurangabad),Pankaj Das,4.62,1052,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,6,1,0
401,JRH,Jorhat,Vikram Singh,4.83,2207,Hatchback (WagonR),Tata Tiago,4,250,12,9,0,0
402,TCR,Thoothukudi (Tuticorin),Praveen Nair,4.56,1906,Sedan (Dzire/Etios),Toyota Etios,4,350,14,14,0,0
403,RGD,Raigarh,Dinesh Pillai,4.75,1846,Airport Express Shuttle,Force Traveller AC,12,180,8,13,0,1
404,DON,Bhadrak / Dhamra,Suresh Patel,4.73,110,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,13,1,0
405,KARN,Karnal,Vijay Reddy,4.82,1848,Sedan (Dzire/Etios),Toyota Etios,4,350,14,11,0,0
406,CCU,Kolkata,Sanjay Rao,4.59,1694,Airport Express Shuttle,Tata Winger Executive,12,180,8,4,0,1
407,AKL,Akola,Vikram Singh,4.64,1384,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,9,0,0
408,RPR,Raipur,Dinesh Pillai,4.65,226,Airport Express Shuttle,Tata Winger Executive,12,180,8,4,0,1
409,IXR,Ranchi,Dinesh Pillai,4.85,1855,Executive Premium,Toyota Camry Hybrid,4,1200,35,12,0,0
410,MAL,Malda,Mahesh Choudhary,4.47,1326,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,14,1,0
411,IXM,Madurai,Anil Deshmukh,4.9,2324,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,8,1,0
412,OSB,Dharashiv,Sunil Yadav,4.85,1742,Hatchback (WagonR),Hyundai i10,4,250,12,9,0,0
413,RPR,Raipur,Manoj Gupta,4.95,876,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
414,TRZ,Tiruchirappalli (Trichy),Amit Kumar,4.44,737,Airport Express Shuttle,Force Traveller AC,12,180,8,3,0,1
415,IXY,Kandla,Santosh Kulkarni,4.7,2063,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,6,1,0
416, سات,Satna,Sanjay Rao,4.94,1403,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
417,LUD,Ludhiana,Rohan Mehta,4.54,2252,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,8,1,0
418,DON,Bhadrak / Dhamra,Manoj Gupta,4.76,1957,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,13,0,0
419,BLT,Balurghat,Rahul Banerjee,4.89,1950,Airport Express Shuttle,Tata Winger Executive,12,180,8,14,0,1
420,GOX,Goa (Mopa),Sanjay Rao,4.5,1214,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,8,1,0
421,IXP,Pathankot,Praveen Nair,4.65,191,Hatchback (WagonR),Tata Tiago,4,250,12,7,0,0
422,JGA,Jamnagar,Manoj Gupta,4.97,146,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,6,0,0
423,SLV,Shimla,Dinesh Pillai,4.51,1986,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
424,GOI,Goa (Dabolim),Manoj Gupta,4.81,1055,Executive Premium,Skoda Superb,4,1200,35,9,0,0
425,RAT,Ratlam,Rohan Mehta,4.56,644,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
426,GBI,Kalaburagi (Gulbarga),Anil Deshmukh,4.48,1529,Hatchback (WagonR),Tata Tiago,4,250,12,9,0,0
427,PYG,Gangtok / Pakyong (Sikkim),Vijay Reddy,4.56,288,Executive Premium,Skoda Superb,4,1200,35,3,0,0
428,PNV,Porbandar,Vikram Singh,4.76,502,Executive Premium,Toyota Camry Hybrid,4,1200,35,4,0,0
429,BAR,Baramati,Pankaj Das,4.92,779,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,14,0,0
430,UTK,Kalahandi / Utkela,Suresh Patel,4.43,1417,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,7,0,0
431,AMD,Ahmedabad,Deepak Joshi,4.55,1247,Airport Express Shuttle,Tata Winger Executive,12,180,8,10,0,1
432,SDW,Sindhudurg,Amit Kumar,4.56,2048,Executive Premium,Mercedes C-Class,4,1200,35,8,0,0
433,MZS,Sonbhadra,Dinesh Pillai,4.7,2054,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,13,1,0
434,RJA,Rajahmundry,Harpreet Singh,4.83,382,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,4,1,0
